URL: /
Timestamp: Sat Jul 29 2023 15:42:00 GMT-0400 (Eastern Daylight Time)
::1 - - [31/Aug/2023:08:41:41 +0000] "GET /movies/genre/action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:08:42:22 +0000] "GET /movies/genre/action HTTP/1.1" 500 19 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:08:43:07 +0000] "GET /movies/genre/action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:40:46 +0000] "GET /movies/genre/action HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:41:00 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:41:26 +0000] "GET /movies/genre/James%20Gunn HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:43:59 +0000] "GET /movies/genre/James%20Gunn HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:46:15 +0000] "GET /movies/genre/James%20Gunn HTTP/1.1" 200 2 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:46:50 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [31/Aug/2023:23:48:18 +0000] "GET /movies/director/james%20gunn HTTP/1.1" 200 1670 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:00:00:00 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:09:45:37 +0000] "POST /2/Oppenheimer HTTP/1.1" 404 153 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:09:46:06 +0000] "POST /users/2/Oppenheimer HTTP/1.1" 200 49 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:09:48:21 +0000] "POST /users/2/Oppenheimer HTTP/1.1" 200 55 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:09:57:05 +0000] "DELETE /users/1/Gaurdians%20of%20The%20Galaxy HTTP/1.1" 200 48 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:10:10:38 +0000] "DELETE /users/1/Gaurdians%20of%20The%20Galaxy HTTP/1.1" 200 59 "-" "PostmanRuntime/7.32.3"
::1 - - [01/Sep/2023:10:11:00 +0000] "DELETE /users/1 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:41:30 +0000] "DELETE /director/james%20gunn HTTP/1.1" 404 163 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:41:38 +0000] "GET /director/james%20gunn HTTP/1.1" 404 160 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:42:07 +0000] "GET /movies/director/james%20gunn HTTP/1.1" 200 1670 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:46:51 +0000] "GET /movies/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 352 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:48:44 +0000] "GET /movies/genre/Action HTTP/1.1" 200 43602 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:50:27 +0000] "DELETE /users/2 HTTP/1.1" 200 23 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:52:05 +0000] "DELETE /users/1/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 59 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:53:15 +0000] "GET /movies HTTP/1.1" 200 98407 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:19:54:26 +0000] "POST /users HTTP/1.1" 201 79 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:20:00:41 +0000] "PUT /users/2 HTTP/1.1" 200 56 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:20:02:47 +0000] "POST /users/2/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 56 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:20:04:00 +0000] "POST /users/2/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 56 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:20:04:10 +0000] "POST /users/2/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 59 "-" "PostmanRuntime/7.32.3"
::1 - - [03/Sep/2023:20:07:15 +0000] "POST /users/2/Guardians%20of%20the%20Galaxy HTTP/1.1" 200 63 "-" "PostmanRuntime/7.32.3"
::1 - - [07/Sep/2023:19:20:10 +0000] "GET /Directors/Steven%20Spielberg HTTP/1.1" 400 13 "-" "PostmanRuntime/7.32.3"
::1 - - [07/Sep/2023:19:29:19 +0000] "GET /Directors/Steven%20Spielberg HTTP/1.1" 200 596 "-" "PostmanRuntime/7.32.3"
